ID_Linea	distribuid	seccion	mater_cond	tension	longitud	disposicio	observacio	fecha_act	gener_dato	ID_Tramos	Bus_1	EstadoB_1	Bus_2	EstadoB_2	Long_Tramo
38	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	1328.1371272623808	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	24.0	14.0	NULL	15.0	NULL	13.867
38	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	1328.1371272623808	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	25.0	15.0	NULL	16.0	NULL	12.112
38	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	1328.1371272623808	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	26.0	16.0	NULL	17.0	Cerrado	152.085
40	DE LOS RIOS	70 mm2	Ac	13,2 kV	98.15166560294892	NULL	BifÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢Ã	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	27.0	902.0	NULL	907.0	Cerrado	98.152
56	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	394.7340701534251	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	28.0	884.0	NULL	882.0	NULL	394.734
61	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	517.788608642209	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	29.0	18.0	NULL	889.0	Cerrado	517.789
62	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	60.18537494298956	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	30.0	897.0	NULL	912.0	Cerrado	60.185
9	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	340.3283538407644	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	31.0	19.0	NULL	983.0	NULL	340.328
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	32.0	20.0	NULL	21.0	NULL	55.442
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	33.0	21.0	NULL	22.0	NULL	86.575
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	34.0	22.0	NULL	23.0	NULL	366.881
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	35.0	23.0	NULL	24.0	NULL	240.07
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	36.0	24.0	NULL	25.0	NULL	47.772
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	37.0	25.0	NULL	26.0	NULL	43.531
10	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	867.2194731735526	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	38.0	26.0	NULL	27.0	NULL	26.95
11	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	528.2722446102543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	39.0	782.0	NULL	781.0	NULL	528.272
12	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	53.40305955746072	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	40.0	28.0	NULL	797.0	NULL	53.403
13	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	134.01618284719208	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	41.0	147.0	NULL	801.0	NULL	134.016
14	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	650.111928989118	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	42.0	786.0	NULL	787.0	NULL	650.112
15	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	51.13692569815537	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	43.0	789.0	NULL	793.0	Abierto	51.137
19	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	7.964535014440605	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	44.0	768.0	NULL	769.0	Cerrado	7.965
43	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	111.27729250122029	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	45.0	832.0	NULL	838.0	Cerrado	111.277
99	SANTA ROSA	35 mm2	Al-Al	13,2 kV	48.25562693772701	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	46.0	29.0	NULL	30.0	Cerrado	48.256
20	DE LOS RIOS	70 mm2	Ac	13,2 kV	296.9720894830782	Coplanar vertical	TrifÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢�	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	47.0	771.0	NULL	31.0	NULL	296.972
65	CAUCETE CENTRO	70 mm2	Ac	13,2 kV	449.9319723299689	Coplanar vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	48.0	32.0	NULL	33.0	NULL	359.608
65	CAUCETE CENTRO	70 mm2	Ac	13,2 kV	449.9319723299689	Coplanar vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	49.0	33.0	NULL	34.0	NULL	87.421
66	CAUCETE CENTRO	70 mm2	Ac	13,2 kV	269.88211133683603	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	50.0	165.0	Cerrado	34.0	NULL	272.813
96	SANTA ROSA	10 mm2	Ac	13,2 kV	6.430404069185304	NULL	Trifasica	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	51.0	35.0	NULL	36.0	Cerrado	6.43
22	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	6.4961558038181275	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	52.0	1038.0	NULL	1768.0	Cerrado	6.496
97	SANTA ROSA	35 mm2	Al-Al	13,2 kV	33.45601120302266	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	53.0	37.0	NULL	38.0	Cerrado	33.456
98	SANTA ROSA	70 mm2	Al-Al	13,2 kV	31.230661964302012	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	54.0	39.0	NULL	40.0	Cerrado	31.231
100	SANTA ROSA	35 mm2	Al-Al	13,2 kV	42.00251629021505	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	55.0	29.0	NULL	41.0	Cerrado	42.003
101	SANTA ROSA	10 mm2	Ac	13,2 kV	14.317117493400513	NULL	Trifasica	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	56.0	212.0	NULL	42.0	Cerrado	14.317
102	SANTA ROSA	10 mm2	Ac	13,2 kV	301.5709980452107	NULL	Bifasica	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	57.0	43.0	NULL	44.0	NULL	301.571
103	SANTA ROSA	35 mm2	Al-Al	13,2 kV	236.55214922917477	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	58.0	45.0	Cerrado	46.0	NULL	236.552
104	SANTA ROSA	35 mm2	Al-Al	13,2 kV	528.5262966711748	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	59.0	46.0	NULL	47.0	NULL	528.526
105	SANTA ROSA	10 mm2	Ac	7,6 kV	37.29690817690772	NULL	LRT	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	60.0	48.0	NULL	49.0	Cerrado	37.297
106	SANTA ROSA	35 mm2	Al-Al	13,2 kV	29.739928734531947	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	61.0	51.0	NULL	50.0	NULL	29.74
107	SANTA ROSA	50 mm2	Al-Al	13,2 kV	70.5051290072079	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	62.0	207.0	Abierto	51.0	NULL	70.505
108	SANTA ROSA	70 mm2	Al-Al	13,2 kV	512.0916956940971	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	63.0	52.0	NULL	53.0	Cerrado	512.092
23	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	5.212209295994057	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	64.0	1046.0	NULL	1047.0	Cerrado	5.212
44	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	24.317698527952587	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	65.0	830.0	NULL	833.0	Cerrado	24.318
45	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	51.72916754225705	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	66.0	54.0	NULL	854.0	Cerrado	51.729
109	SANTA ROSA	70 mm2	Al-Al	13,2 kV	40.94472138842194	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	67.0	143.0	NULL	55.0	Cerrado	40.945
110	SANTA ROSA	35 mm2	Al-Al	13,2 kV	24.849979381057423	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	68.0	56.0	NULL	57.0	Cerrado	24.85
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	69.0	54.0	NULL	58.0	NULL	48.055
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	70.0	58.0	NULL	59.0	NULL	21.476
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	71.0	59.0	NULL	60.0	NULL	45.682
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	72.0	60.0	NULL	61.0	NULL	86.441
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	73.0	61.0	NULL	62.0	NULL	173.174
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	74.0	62.0	NULL	63.0	NULL	304.813
46	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	1384.8348963540543	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	75.0	63.0	NULL	64.0	NULL	705.193
47	DE LOS RIOS	35 mm2	Cu	13,2 kV	317.3885031377511	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	76.0	829.0	NULL	65.0	NULL	55.532
47	DE LOS RIOS	35 mm2	Cu	13,2 kV	317.3885031377511	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	77.0	65.0	NULL	66.0	NULL	261.857
48	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	54.19631112129257	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	78.0	67.0	NULL	863.0	NULL	54.196
49	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	29.19991589290165	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	79.0	67.0	NULL	865.0	Cerrado	29.2
50	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	21.995580431506035	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	80.0	878.0	NULL	879.0	Cerrado	21.996
51	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	328.6269190976376	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	81.0	68.0	NULL	896.0	Cerrado	328.627
52	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	362.3779648216972	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	82.0	1772.0	NULL	69.0	NULL	362.378
53	DE LOS RIOS	70 mm2	Ac	7,6 kV	57.043430115070194	NULL	LRT	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	83.0	1772.0	NULL	70.0	Cerrado	57.043
111	SANTA ROSA	35 mm2	Al-Al	13,2 kV	59.32441779689583	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	84.0	71.0	NULL	72.0	Cerrado	59.324
112	SANTA ROSA	35 mm2	Al-Al	13,2 kV	48.96790427469295	NULL	REEMPLAZA LRT POR LMT TRIF	PyQt5.QtCore.QDate(2020, 6, 9)	DECSA	85.0	73.0	NULL	74.0	Cerrado	48.968
114	SANTA ROSA	35 mm2	Al-Al	13,2 kV	26.024235761861355	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	86.0	75.0	NULL	76.0	NULL	26.024
122	SANTA ROSA	35 mm2	Al-Al	13,2 kV	31.223669916177048	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	87.0	77.0	NULL	78.0	Cerrado	31.224
57	DE LOS RIOS	25 mm2	Cu	13,2 kV	870.9150164659841	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	88.0	80.0	NULL	898.0	NULL	870.915
24	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	186.25027734933673	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	89.0	1029.0	NULL	79.0	NULL	186.25
58	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	658.9530909615843	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	90.0	80.0	NULL	844.0	Cerrado	658.953
59	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	767.70595464421	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	91.0	897.0	NULL	81.0	NULL	11.123
59	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	767.70595464421	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	92.0	81.0	NULL	82.0	NULL	30.397
59	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	767.70595464421	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	93.0	82.0	NULL	895.0	NULL	726.186
124	SANTA ROSA	10 mm2	Ac	7,6 kV	152.65109246834803	NULL	LRT	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	94.0	83.0	NULL	1776.0	NULL	152.651
125	SANTA ROSA	70 mm2	Al-Al	13,2 kV	562.0280974092498	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	95.0	84.0	NULL	85.0	NULL	9.286
125	SANTA ROSA	70 mm2	Al-Al	13,2 kV	562.0280974092498	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	96.0	85.0	NULL	86.0	NULL	552.06
25	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	241.7888689461945	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	97.0	1029.0	NULL	87.0	NULL	17.192
25	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	241.7888689461945	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	98.0	87.0	NULL	90.0	NULL	224.597
126	SANTA ROSA	50 mm2	Al-Al	13,2 kV	52.451271168585144	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	99.0	88.0	NULL	89.0	Cerrado	52.451
26	DE LOS RIOS	95 mm2	Al-Al	13,2 kV	1032.358559920817	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	100.0	90.0	NULL	91.0	Cerrado	1032.359
60	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	58.39022559349041	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	101.0	884.0	NULL	885.0	Cerrado	58.39
113	SANTA ROSA	35 mm2	Al-Al	13,2 kV	306.8419466221734	Coplanar Vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	102.0	138.0	NULL	92.0	NULL	219.905
113	SANTA ROSA	35 mm2	Al-Al	13,2 kV	306.8419466221734	Coplanar Vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	103.0	92.0	NULL	93.0	NULL	86.937
127	SANTA ROSA	25 mm2	Al-Al	13,2 kV	30.45590193965006	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	104.0	94.0	NULL	95.0	Cerrado	30.456
131	SANTA ROSA	50 mm2	Al-Al	13,2 kV	28.504509040635206	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	105.0	96.0	Cerrado	88.0	NULL	28.505
132	SANTA ROSA	70 mm2	Al-Al	13,2 kV	34.36032835755404	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	106.0	97.0	NULL	214.0	NULL	34.36
133	SANTA ROSA	70 mm2	Al-Al	13,2 kV	99.14083916160034	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	107.0	1058.0	Abierto	98.0	NULL	99.141
134	SANTA ROSA	3x50+1x70 mm2	Al-Al	13,2 kV	746.1992239438534	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	108.0	99.0	NULL	100.0	NULL	746.199
135	SANTA ROSA	2x70+1x95 mm2	Al-Al	13,2 kV	593.6266536657243	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	109.0	100.0	NULL	101.0	NULL	583.211
135	SANTA ROSA	2x70+1x95 mm2	Al-Al	13,2 kV	593.6266536657243	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	110.0	101.0	NULL	43.0	NULL	10.415
136	SANTA ROSA	35 mm2	Al-Al	13,2 kV	36.42015433659974	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	111.0	1322.0	NULL	102.0	Cerrado	36.42
137	SANTA ROSA	50 mm2	Al-Al	13,2 kV	320.9361101156523	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	112.0	1157.0	Abierto	1322.0	NULL	320.936
138	SANTA ROSA	35 mm2	Al-Al	13,2 kV	35.06884947100283	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	113.0	48.0	NULL	103.0	NULL	35.069
27	DE LOS RIOS	70 mm2	Al-Al	13,2 kV	26.917033156061	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	114.0	91.0	Cerrado	1003.0	NULL	26.917
139	SANTA ROSA	35 mm2	Al-Al	13,2 kV	31.668383593341353	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	115.0	104.0	NULL	105.0	Cerrado	31.668
140	SANTA ROSA	35 mm2	Al-Al	13,2 kV	31.84025209674008	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	116.0	106.0	NULL	107.0	Cerrado	31.84
141	SANTA ROSA	35 mm2	Al-Al	13,2 kV	16.17812883075551	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	117.0	108.0	NULL	109.0	Cerrado	16.178
142	SANTA ROSA	95 mm2	Cu	13,2 kV	38.303746315312196	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	118.0	110.0	Cerrado	111.0	NULL	1.069
142	SANTA ROSA	95 mm2	Cu	13,2 kV	38.303746315312196	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	119.0	111.0	NULL	112.0	Cerrado	37.235
143	SANTA ROSA	70 mm2	Al-Al	13,2 kV	17.925425008432605	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	120.0	45.0	Cerrado	113.0	NULL	17.925
144	SANTA ROSA	70 mm2	Al-Al	13,2 kV	30.922072657270437	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	121.0	163.0	Abierto	113.0	NULL	30.922
145	COOPERATIVA	35 mm2	Al-Al	13,2 kV	40.575476161041735	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	122.0	1145.0	NULL	114.0	Abierto	40.575
146	COOPERATIVA	35 mm2	Al-Al	13,2 kV	54.401471854212744	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	123.0	1145.0	NULL	115.0	NULL	12.926
146	COOPERATIVA	35 mm2	Al-Al	13,2 kV	54.401471854212744	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	124.0	115.0	NULL	116.0	NULL	41.476
147	COOPERATIVA	95 mm2	Al-Al	13,2 kV	10.615299025693394	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	125.0	117.0	NULL	118.0	Cerrado	10.615
148	COOPERATIVA	35 mm2	Al-Al	13,2 kV	38.665735888039585	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	126.0	1143.0	NULL	1146.0	Cerrado	38.666
